ID,MatchID,PeriodID,EventType,Timestamp,Tweet
2_0,2,0,0,1403538614000,"final round group stage kick 15 minute group b. ned chi play 1st place , esp au for…"
2_0,2,0,0,1403538614000,win ? rt esp fav au
2_0,2,0,0,1403538615000,world cup update bull fucker esp fucking taking offspring felon shipped england au dead rubber . care ?
2_0,2,0,0,1403538615000,man two game .. watch chile v. netherlands spain v. australia ? answer . ☺ chi au ned esp futbol
2_0,2,0,0,1403538615000,"gb relaxation period ned & chi , recovery match esp & au , knocked beinsport bbcworldcup"
2_0,2,0,0,1403538616000,"`` hit target , never going score ! `` au v esp world cup fifa match . mworldcup"
2_0,2,0,0,1403538617000,tim cahill = goal au today . matter .
2_0,2,0,0,1403538617000,"serious note , today ( likely ) last game golden generation esp onetournmenttoomany ?"
2_0,2,0,0,1403538617000,iniesta score first v au 'll give away 2 pair nike magista . must follow user rt enter .
2_0,2,0,0,1403538617000,"esp ned 12 , bra 4. look like sleeping anytime soon 😙"
2_0,2,0,0,1403538618000,"celebrate torres starting , shall fi c p rt enter ! score , 3 rt ’ er win emergency t…"
2_0,2,0,0,1403538618000,wan na see au australia see spank spaniard : - ) esp
2_0,2,0,0,1403538618000,federation coin au silver 50 real esp world cup
2_0,2,0,0,1403538619000,"ten minute , ned play chi & au play esp . think win ? prediction : w…"
2_0,2,0,0,1403538619000,iniesta score esp 'll keeping pair nike mercurial superfly ! rt & follow user enter !
2_0,2,0,0,1403538619000,float boat ? cruise au 's great barrier reef ancient trade route esp ?
2_0,2,0,0,1403538620000,casillas warming . esp
2_0,2,0,0,1403538620000,day 11 world cup diary featuring usa por bel ru kor alg ned chi au esp mex cro cmr bra
2_0,2,0,0,1403538621000,coming au v esp chi v ned - time . really fucked fifa . - world cup2014 world cup
2_0,2,0,0,1403538621000,kick ned v chi au v esp world cup
2_0,2,0,0,1403538622000,esp shirt inside locker room prepared [ fifa ]
2_0,2,0,0,1403538623000,"world cup : user substitute esp 's final group game au , user 's user start . cityinbrazil wo…"
2_0,2,0,0,1403538623000,ned v chi 6pm cat decide group b. also `` dead `` game esp v au . group finale : bra v cmr cro v mex 10pm.…
2_0,2,0,0,1403538623000,ned & chi au & esp fifa world cup ☺️👏
2_0,2,0,0,1403538623000,`` user : `` user : support team esp thankyou . `` ``
2_0,2,0,0,1403538623000,"australia starting xi : ryan , davidson , spiranovic , leckie , taggart , oar , bozanic , jedinak ( c ) , mckay , mcgowan , wilkinson…"
2_0,2,0,0,1403538624000,"best luck eu 's ned user , esp user & cro user get final round worldcup group match underway today !"
2_0,2,0,0,1403538625000,"3.25 esp-aus @ 2.24 4.5 hour ago , @ 2.08 hour ago , @ 1.97 20 min ago . moved @ 1.88. bet :"
2_0,2,0,0,1403538625000,retweet watching spain v australia esp au
2_0,2,0,0,1403538625000,iker casillas . esp
2_0,2,0,0,1403538626000,rt esp fav au world cup
2_0,2,0,0,1403538626000,"xavi , xabi alonso , casillas even ? tonight last time see legend lineup esp ? world cup"
2_0,2,0,0,1403538626000,pick world cup side ! retweet au favorite esp australia v spain
2_0,2,0,0,1403538626000,user 've ned tv au laptop
2_0,2,0,0,1403538627000,world cup day 11 prediction : esp - ned - bra - mex
2_0,2,0,0,1403538627000,already last 16 : ned ( group b ) chi ( b ) col ( c ) crc ( ) arg ( f ) bel ( h ) . : cmr ( group ) au ( b ) esp ( b ) eng ( ) …
2_0,2,0,0,1403538627000,prediction match ? ned v chi esp v au maracanadream
2_0,2,0,0,1403538627000,"panorama impressive arena de baixada , 15 minute kickoff world cup u svs e p au esp"
2_0,2,0,0,1403538628000,okay first ned v chi & esp v au world cup time😁
2_0,2,0,0,1403538628000,world cup goal league ger bundesliga 18 eng pl 17 esp la liga 13 fra ligue 1 8 ita serie 8 mex liga mx 4 usa ml 4…
2_0,2,0,0,1403538628000,go . top group b take wooden spoon ? ned chi esp au
2_0,2,0,0,1403538628000,"costa score 2 au giveaway 500,00 coin tweet follow enter"
2_0,2,0,0,1403538628000,viva españa ! rt win pair ! one winner randomly announced 06/25.kedsflagcollection worldcup esp
2_0,2,0,0,1403538629000,would 've thought melbourne city player match would esp squad ! ausesp go socceroos
2_0,2,0,0,1403538629000,world cup 2014 far : qualified : bel arg crc ned chi col eliminated : eng esp cmr au bih
2_0,2,0,0,1403538630000,esp little pride left let 's !
2_0,2,0,0,1403538630000,finally casillas bench… au ? ! want score ! ausvsesp
2_0,2,0,0,1403538630000,"user user user user user esp & ned playing second eleven , look like group taking seriously"
2_0,2,0,0,1403538631000,`` user : iker casillas . esp
2_0,2,0,0,1403538631000,"today spain play australia , matter win lose bc 're already world cup , anyw…"
2_0,2,0,0,1403538631000,"au xi v. esp - ryan , davidson , spiranovic , leckie , taggart , oar , bozanic , jedinak , mckay , mcgowan , wilkinson . ”"
2_0,2,0,0,1403538631000,rooting au hol today . world cup
2_0,2,0,0,1403538632000,"au xi play esp : ryan , davidson , spiranovic , leckie , taggart , oar , bozanic , jedinak ( c ) , mckay , mcgowan , wilkinson . …"
2_0,2,0,0,1403538633000,andrés iniesta win 100th cap spain becomes country 's ninth centurion . worldcup au esp
2_0,2,0,0,1403538633000,last game esp world cup 2014 viva espana
2_0,2,0,0,1403538633000,nycfc world cup . vicente del bosque call user start top esp au .
2_0,2,0,0,1403538633000,user yeah support tonight esp team qualify round 16 user
2_0,2,0,0,1403538634000,au - esp ned - chi kick 10 minute world cup group b
2_0,2,0,0,1403538636000,think anyone outside spa au care game . chi ned !
2_0,2,0,0,1403538636000,checked australia v spain user au esp
2_0,2,0,0,1403538636000,"au : ryan ; davidson , spiranovic , leckie , taggart , oar , bozanic , jedinak ( c ) , mckay , mcgowan wilkinson"
2_0,2,0,0,1403538637000,ned v chi au v esp ermm .. shall watch holland match
2_0,2,0,0,1403538637000,esp beat au give away magistas retweet follow enter winner dm
2_0,2,0,0,1403538638000,"going 3-0 win spain , 'll want go high 'm thinking au without cahill big miss .."
2_0,2,0,0,1403538639000,( rt user : tonight last time see legend lineup esp ? world cup
2_0,2,0,0,1403538639000,need play well enough esp argueing au jersey . go user ! !
2_0,2,0,0,1403538640000,4 awesome world cup mathes tonite au v esp ned v chi cmr v bra cro v mex open happiness
2_0,2,0,0,1403538640000,world cup animated selfie ned por bra arg esp
2_0,2,0,0,1403538640000,au v spa & ned v chi gon na amazing
2_0,2,0,0,1403538641000,riskeverything go socceroos au v esp user
2_0,2,0,0,1403538641000,au v esp ned v chi 10 minute !
2_0,2,0,0,1403538641000,"seems today play 4-4-2. returs best couple fws history , torres-villa . ¡vamos esp !"
2_0,2,0,0,1403538641000,supporting spain one last time world cup vamos espana esp
2_0,2,0,0,1403538641000,"game , new york city/melbourne city striker david villa start esp au . david silva ben…"
2_0,2,0,0,1403538643000,first ever meeting australia spain . au 9.2 spa 1.41 draw 5.7 >
2_0,2,0,0,1403538644000,today day go 2 one day two separate time . ned vs. chi & au vs. esp
2_0,2,0,0,1403538645000,user esp win ? say ! think better mate ?
2_0,2,0,0,1403538645000,dgaf im still suporting spain go esp
2_0,2,0,0,1403538646000,pumped last game world cup campaign matter score line made u proud ! au v spa user
2_0,2,0,0,1403538646000,today world cup tv - > esp au computer - > ned chi
2_0,2,0,0,1403538646000,esp ned win . dead rubber though meh
2_0,2,0,0,1403538647000,"los 11 de au : ryan ; mcgowan , spiranovic , wilkinson , davidson ; mckay , jedinak , bozanic ; leckie , taggart , oar ."
2_0,2,0,0,1403538647000,matchup today : au v esp 12:00 pm est ned v chi 12:00 pm est cam v bra 4:00 pm est cro v mex 3:30 pm est
2_0,2,0,0,1403538648000,coming world cup 12am : au v esp ned v chi
2_0,2,0,0,1403538649000,fifa world cup : esp - au ; ned - chi
2_0,2,0,0,1403538650000,"tonight 11 pm , au vs. esp match ! australian socceroos beat spanish matador ?"
2_0,2,0,0,1403538650000,let 's go au . 'm feeling win today .
2_0,2,0,0,1403538651000,esp finish disastrous world cup campaign style au ?
2_0,2,0,0,1403538653000,"panorama impressive arena de baixada , 15 minute kickoff world cup u svs e p au esp"
2_0,2,0,0,1403538654000,time watch ned v chi au v esp !
2_0,2,0,0,1403538654000,4 reason love monday : au v esp ned v chi cmr v bra cro v mex
2_0,2,0,0,1403538655000,ahh excited . go socceroos one last time u proud ! ! ! 💚💛💚💛💚 au ausvesp world cup2014
2_0,2,0,0,1403538655000,small matter world cup2014 believe chi win group esp regained pride
2_0,2,0,0,1403538656000,draw au would see finish esp due superior goal difference allin
2_0,2,0,0,1403538657000,spain ! ! ! esp v australia au world cup2014 brazil ⚽️🏆🌎
2_0,2,0,0,1403538657000,"world cup round 16 far : arg , bel , chi , col , crc , ned fra already eliminated : au , bih , cmr , eng , e…"
2_0,2,0,0,1403538657000,came home time watch esp v au somos uno vamos espana let 's go home win !
2_0,2,0,0,1403538659000,"final world cup , au v esp"
2_0,2,0,0,1403538659000,world cup fixture today : au v esp ned v chi cmr v bra cro v mex
2_0,2,0,0,1403538660000,bye best beard world cup ! : ( esp
2_1,2,1,0,1403538661000,"massive test arguably best soccer team world without superstar timmy cahill tonight , hoping upset au"
2_1,2,1,0,1403538661000,goodness esp woman showed world cup
2_1,2,1,0,1403538661000,waiting game start ! ned v chi esp v au
2_1,2,1,0,1403538662000,idgaf im still suporting spain go esp
2_1,2,1,0,1403538662000,salvage pride esp pls < 3
2_1,2,1,0,1403538662000,ready day full world cup drama ? au v esp 12pm et ned v chi 12pm et cmr v bra 4pm et cro v m…
2_1,2,1,0,1403538662000,pepe reina set make 'dream ' first world cup appearance esp tonight - l f c world cup
2_1,2,1,0,1403538664000,esp morning : * *
2_1,2,1,0,1403538665000,win ? rt esp fav au
2_1,2,1,0,1403538665000,"tim cahill arguably scored goal tournament holland , suspension keep today . au esp"
2_1,2,1,0,1403538667000,andrés iniesta win 100th cap spain becomes country 's ninth centurion . worldcup au esp
2_1,2,1,0,1403538667000,"esp , let 's show dignity get 3 point . torres start front , feel goal ! vamos"
2_1,2,1,0,1403538668000,watching fifa world cup20144 ( user ) au v esp ( user ) group b match ausesp let 's go team ! ! !
2_1,2,1,0,1403538668000,ned v chi au v esp * confused *
2_1,2,1,0,1403538669000,come australia ! au
2_1,2,1,0,1403538669000,tonight esp v au
2_1,2,1,0,1403538670000,"au : matt ryan , mcgowan , spiranovic , wilkinson e davidson ; jedinak , mckay , bozanic , leckie e tommy oar ; adam taggart ."
2_1,2,1,0,1403538671000,user netherlands 2-1 chile ned chi spain 2-0 australia spa au wct
2_1,2,1,0,1403538671000,back began… world cup2006 esp
2_1,2,1,0,1403538672000,come boy ! au
2_1,2,1,0,1403538672000,double pleasure ! ned - chi au - esp
2_1,2,1,0,1403538673000,user wht channel esp match ?
2_1,2,1,0,1403538673000,first game second game life third game honor go esp !
2_1,2,1,0,1403538674000,'m au v spa cam v bra . user ned v chi & cro v mex
2_1,2,1,0,1403538674000,ten minute away final game group b . 'll provide coverage ned v chi well update au v esp
2_1,2,1,0,1403538675000,2 game requires tv laptop set . think au v esp 2-2 chi beat ned 2-1 .. world cup
2_1,2,1,0,1403538675000,good luck user start esp final world cup game au
2_1,2,1,0,1403538675000,au excellent world cup champion deserve go win esp wc14
2_1,2,1,0,1403538677000,iker casillas . esp
2_1,2,1,0,1403538677000,iker casillas . esp
2_1,2,1,0,1403538677000,win ? rt esp fav au ``
2_1,2,1,0,1403538677000,"go , user ! forza , user ! : ) f95inbrazil go socceroos au"
2_1,2,1,0,1403538679000,'s group b stand ahead au v esp ned v chi ..
2_1,2,1,0,1403538680000,chi v ned & esp v au kick 9 minute
2_1,2,1,0,1403538680000,could 2 tv . esp au chi bra
2_1,2,1,0,1403538680000,`` user : iker casillas . esp
2_1,2,1,0,1403538681000,rt watching world cup game simultaneously esp au ned chi
2_1,2,1,0,1403538681000,match day ke 11 world cup2014 : au v esp dan ned v chi ( 23.00 ) |cam v bra - cro v mex ( 3.00 ) stay close mblo ! ! !
2_1,2,1,0,1403538681000,must let spanish . mighty world cup champion left contemptuously wallow misery 90 min . cmon au
2_1,2,1,0,1403538682000,come esp dnt mess tonight .
2_1,2,1,0,1403538682000,watching esp v au chi vs. ned
2_1,2,1,0,1403538683000,! esp v au • antv ned v chi • tvone happy watching !
2_1,2,1,0,1403538684000,"good luck barca player : alexis , claudio bravo , jordi alba , & andres iniesta match tonight fcb esp chi"
2_1,2,1,0,1403538684000,"xide esp reina ; juanfran , ramos , albiol , jordi alba ; cazorla , xabi alonso , koke ; iniesta , torres villa line"
2_1,2,1,0,1403538684000,’ following australia versus spain fifa global stadium ausesp worldcup joinin esp au
2_1,2,1,0,1403538684000,ned v chi iphone .. au v esp big telly .. sorted : )
2_1,2,1,0,1403538685000,young spain fan look esp ausesp wm2014
2_1,2,1,0,1403538686000,go socceroos ! au
2_1,2,1,0,1403538686000,plot twist : esp play amazingly qualify
2_1,2,1,0,1403538686000,keeping eye ausesp & nedchi live user - sm 0433 98 116 - - worldcup2014 au esp ned chi
2_1,2,1,0,1403538687000,eliminated esp look salvage pride win au . goal live call world cup
2_1,2,1,0,1403538687000,spain ! ! ! esp v australia au world cup2014 brazil ⚽️🏆🌎
2_1,2,1,0,1403538687000,live antv 23.00 au v esp id world cup
2_1,2,1,0,1403538687000,"best luck eu 's ned user , esp user & cro user get final round worldcup group match…"
2_1,2,1,0,1403538687000,visit sitep official web site : spanish real state tourism paris september'14 ! esp fra
2_1,2,1,0,1403538687000,user going hard call . half esp team playing . know thats good bad thing . go socceroos u sv e p
2_1,2,1,0,1403538688000,sure match watch au v esp ned v chi
2_1,2,1,0,1403538688000,good luck ramos xabi alonso au ! esp
2_1,2,1,0,1403538689000,"c'mon user game time , time 3 point , australia proud go socceroos ausesp au world cup"
2_1,2,1,0,1403538689000,carn socceroos ! go socceroos au
2_1,2,1,0,1403538689000,remember au good one ball sport mate . rugby ! world cup2014
2_1,2,1,0,1403538689000,ned v chi > kick ! ! .. . esp v au world cup
2_1,2,1,0,1403538689000,"oh torres starting , great esp"
2_1,2,1,0,1403538690000,user user earn first start world cup au trouble esp defence ?
2_1,2,1,0,1403538691000,pumped last game world cup campaign matter score line made u proud ! au v esp user
2_1,2,1,0,1403538691000,prediction today world cup game : au 1-2 esp . ned 2-1 chi . cmr 3-0 bra . mex 1-1 cro . 🏆⚽️💓
2_1,2,1,0,1403538691000,"world cup update : round 16 team far : ned , arg , crc , chi , col , bel eliminated team : esp , au , eng , bih , …"
2_1,2,1,0,1403538693000,laga persahabatan esp v au friend ly match world cup
2_1,2,1,0,1403538694000,lfc 's user warming today baixada arena curitiba . start goal esp au . lfcworldcup
2_1,2,1,0,1403538694000,"1x2 bettor seem questioning spain 's drive : 23.8 % esp win , 44 % au , 32.1 % draw . bet :"
2_1,2,1,0,1403538694000,waiting au v esp
2_1,2,1,0,1403538695000,let go user au
2_1,2,1,0,1403538695000,"finally get see birth country , au world cup . would amazing finished esp !"
2_1,2,1,0,1403538695000,le hour till kickoff : ned v chi au v esp
2_1,2,1,0,1403538696000,rt spain . esp fav australia . au
2_1,2,1,0,1403538696000,track ! world cup2014 esp leading twitter 78.1k tweet per hour
2_1,2,1,0,1403538697000,come esp give one good game cheer .
2_1,2,1,0,1403538697000,chi v ned spa v au
2_1,2,1,0,1403538697000,still hoping catch au v spn cam v bra .. world cup2014
2_1,2,1,0,1403538700000,go au kick esp . go kangaroo .
2_1,2,1,0,1403538700000,friendly match spa v au ! hhaa
2_1,2,1,0,1403538700000,support esp vamos spana ! come el nino friend rise : ) )
2_1,2,1,0,1403538701000,persiaapaann .. au v esp worldcup2014
2_1,2,1,0,1403538701000,world cup double bill get underway ten min chi face ned esp take au .
2_1,2,1,0,1403538702000,tonight 's w r l cup2014 group b fixture : au v esp ned v chi match kick simultaneously 12am sg time .
2_1,2,1,0,1403538702000,2 1 go ! esp au ned chi twelftal wk2014 world cup
2_1,2,1,0,1403538702000,casillas esp apparently . sad remember last match country . emotional
2_1,2,1,0,1403538702000,nobody even care au v esp game 😂😂
2_1,2,1,0,1403538706000,au v esp & ned chi gon na amazing
2_1,2,1,0,1403538707000,think australia beat spain 2-1 also think chile draw netherlands 2-2 chi au
2_1,2,1,0,1403538707000,please least get 3 point esp
2_1,2,1,0,1403538708000,world cup : watch au vs. esp 9am user watchespn
2_1,2,1,0,1403538708000,serious question : game put main tv ? au v esp ned v chi ? ? ?
2_1,2,1,0,1403538708000,esp 's david villa today meet future league opponent . u svs e p socceroos
2_1,2,1,0,1403538709000,world cup 2014 far : qualified : bel arg crc ned chi col eliminated : eng esp cmr au bih
2_1,2,1,0,1403538710000,caption contest : vicente del bosque saying iker casillas esp training ? world cup
2_1,2,1,0,1403538710000,"7 change lot , esp may disjointed little hopeful au get result country proud . come australia . world cup"
2_1,2,1,0,1403538710000,ned v chi > kick ! ! .. . esp v au world cup
2_1,2,1,0,1403538712000,two game kicking . hol v chi au v esp world cup
2_1,2,1,0,1403538712000,au v esp starting soon ! ! hoping esp win game ! ! !
2_1,2,1,0,1403538714000,"au line-up : ryan , davidson , spiranovic , leckie , taggart , oar , bozanic , jedinak ( c ) , mckay , mcgowan , wilkinson ausesp world cup joinin"
2_1,2,1,0,1403538714000,"esp nothing gain , everything prove today boy . visca españa . world cup"
2_1,2,1,0,1403538715000,"au | ryan ; davidson , spiranovic , leckie , taggart , oar , bozanic , jedinak , mckay , mcgowan ( c ) , wilkinson"
2_1,2,1,0,1403538715000,user user au v esp reserve ( even good year )
2_1,2,1,0,1403538715000,au gon na beat esp
2_1,2,1,0,1403538716000,end mi roja esp
2_1,2,1,0,1403538716000,glad esp gone farewell lineup send golden generation many retire international football
2_1,2,1,0,1403538716000,torres hattrick keepthefaith esp
2_1,2,1,0,1403538717000,lo srsly nedchi und au time lik wowoowow yeah kno chiilli 70 % chance winning
2_1,2,1,0,1403538718000,"user au - esp match , 2.5 match time"
2_1,2,1,0,1403538718000,today brazil : ned-chi 12 pm aus-esp 12 pm cmr-bra 4 pm cro-mex 4 pm rise one ? world cup
2_1,2,1,0,1403538719000,last chance ; esp v au preview | fifa world cup 2014 : group b | user |
2_1,2,1,0,1403538719000,"alineacion au ryan , spiranovic , wilinson , davidson , mcgowan , bozanic , mckay , jedinak , oar , leckie taggart"
2_1,2,1,0,1403538719000,"11 au ryan , davidson , spiranovic , leckie , taggart , oar , bozanic , jedinak , mckay , mcgowan , wilkinson . brasil2014x f"
2_1,2,1,0,1403538720000,"esp struggling support lazy , quitter bastard au - least au try world cup"
2_1,2,1,0,1403538720000,lead new esp ? catch user 's live chat full : world cup
2_1,2,1,0,1403538720000,last match group b : ned 🆚 chi ( qualified ) esp 🆚 au ( said bye bye 👋 ) world cup2014 world cup brazil2014 fifa2014
2_2,2,2,1,1403538721000,2 live world cup match au v esp ( itv4 ) & net v chi ( itv1 ) . bet play
2_2,2,2,1,1403538721000,torres starting today . oh esp
2_2,2,2,1,1403538722000,come au let 's give spain wooden spoon !
2_2,2,2,1,1403538722000,come esp dnt mess tonight .
2_2,2,2,1,1403538722000,today ’ world cup match : 18:00 : au - esp 18:00 : ned - chi 22:00 : cmr - bra 22:00 : cro - mex time cet . brazi…
2_2,2,2,1,1403538722000,user represented attack today . adam taggart au david villa esp . love !
2_2,2,2,1,1403538722000,"'ve got lot faith going match , based poor esp tournament . go socceroos"
2_2,2,2,1,1403538722000,match day ke 11 world cup2014 : au v esp dan ned v chi ( 23.00 ) |cam v bra - cro v mex ( 3.00 ) stay close m…
2_2,2,2,1,1403538723000,u svs e p : battle bottom group b curitiba . esp end dismal defence win au ?
2_2,2,2,1,1403538723000,lol reina start esp
2_2,2,2,1,1403538723000,esp au ned chi ? 8pm
2_2,2,2,1,1403538724000,"prediction ned 1-2 chi , au 1-3 esp"
2_2,2,2,1,1403538724000,"finally , david villa fernando torres starting 11. esp"
2_2,2,2,1,1403538725000,australia vs. spanyol | live commentary - au esp world cup
2_2,2,2,1,1403538725000,spain last game today .. finish match win guy ! vamos espana ! esp
2_2,2,2,1,1403538726000,"[ 15:52z ] roof au open . currently : rain , fog , wind ok. last hour : 96 % clear , 3 % cloudy ."
2_2,2,2,1,1403538726000,ned v chi / esp v au world cup
2_2,2,2,1,1403538726000,"okay today esp v au , ned v chi"
2_2,2,2,1,1403538726000,au left late qualification incredible 52 % goal arriving final 15mins game .
2_2,2,2,1,1403538727000,final game esp world cup 😂😂
2_2,2,2,1,1403538727000,ned v chi tv .. au v spa pc .. decent world cup2014
2_2,2,2,1,1403538728000,.. user covering esp v au :
2_2,2,2,1,1403538728000,ned v chi au v esp . belandaa .. !
2_2,2,2,1,1403538728000,salvaging pride . let 's go spain ! esp
2_2,2,2,1,1403538728000,world cup fixture 11pm . ned vs. chi / ch.7 au vs. esp / ch.5 3am . cro vs. mex / ch.7 cmr vs. bra / ch.5 & liv…
2_2,2,2,1,1403538729000,"au bos postecoglou : 'we 've got plenty motivation , far dead rubber u . ' ausesp world cup"
2_2,2,2,1,1403538729000,zapping chi hol esp au
2_2,2,2,1,1403538730000,"fuck holland chile , 'm watching spain . hope pick good win . esp"
2_2,2,2,1,1403538730000,-hurry ! 30 % esp world cup2014 stuff b4 'ft v socceroos ent promo code → roar-espanol purchase
2_2,2,2,1,1403538730000,go style au good luck guy 're still behind ! go socceroos ausvesp world cup2014 brasil2014
2_2,2,2,1,1403538731000,today 's match au vs. esp 12:00 p.m. ned vs. chi 12:00 p.m. bra vs. cmr 4:00 p.m. cro vs. mex 4:00 pm
2_2,2,2,1,1403538732000,"brasil2014 | xl de au ! ryan ; davidson , spiranovic , leckie , taggart , oar , bozanic , jedinak ( c ) , mckay , mcgowan , wilkinson ausesp"
2_2,2,2,1,1403538732000,au v esp bet 9 corner 5/6 bookiebashing
2_2,2,2,1,1403538733000,iker casillas start esp today making match v chile possibly last spanish national team .
2_2,2,2,1,1403538733000,au meet esp ( 5pm ko ) 're expecting lot goal world cup dead rubber :
2_2,2,2,1,1403538735000,tim cahill today . easy spain la esp
2_2,2,2,1,1403538735000,definitely choosing ned v chi instead esp v au
2_2,2,2,1,1403538736000,group b game live : ned v chi : au v esp : rteworldcup
2_2,2,2,1,1403538736000,esp v au 2013 spanish government approved 37 project reduce greenhouse gas emission backed €10 million budget
2_2,2,2,1,1403538736000,nw ned chi & au esp
2_2,2,2,1,1403538736000,eliminated esp look salvage pride win au . goal live call world cup
2_2,2,2,1,1403538738000,gon na watch au v esp ? ? ? ? ?
2_2,2,2,1,1403538738000,au gon na beat esp world cup copa mundial
2_2,2,2,1,1403538738000,au take early lead esp talk world cup
2_2,2,2,1,1403538738000,stadium beautiful esp v au
2_2,2,2,1,1403538738000,world cup2014 round 16 : arg bel chi col crc ned : au bih cmr eng esp coupe de monde2014 brasil2014 mundial2014
2_2,2,2,1,1403538739000,ned v chi / au v esp worldcup2014 raffle news link : nota : click en skip para ver ..
2_2,2,2,1,1403538739000,ca n't wait kickoff go socceroos au proud world cup2014 esp
2_2,2,2,1,1403538739000,ned v chi au v esp ! world cup2014
2_2,2,2,1,1403538740000,"torres-villa partnership one last time . whether gon na good bad , enjoy guy : `` ' ) ) ) esp"
2_2,2,2,1,1403538740000,world cup today 4pm ned v chile & au v esp 8.30pm cmr v bra & cro v mex 4 game live across user user &
2_2,2,2,1,1403538741000,minute away ! chi v ned esp v au
2_2,2,2,1,1403538741000,au v esp & ned v chi gon na amazing
2_2,2,2,1,1403538741000,.user say still undecided international future esp -
2_2,2,2,1,1403538741000,ned v chi > kick ! ! .. esp v au world cup
2_2,2,2,1,1403538741000,let go chi esp
2_2,2,2,1,1403538742000,prediction ned 2-0 chi au 1-2 spa
2_2,2,2,1,1403538742000,last match esp
2_2,2,2,1,1403538743000,user going hard call . half esp team playing . know thats good bad thing . go s…
